141.384,141.369,141.429,141.444,
141.361,141.332,141.452,141.482,
141.339,141.294,141.474,141.519,
141.316,141.257,141.497,141.557,
141.293,141.219,141.519,141.594,
141.27,141.182,141.541,141.632,
141.248,141.144,141.564,141.669,
141.225,141.107,141.586,141.707,
141.202,141.069,141.608,141.744,
141.179,141.032,141.63,141.782,
141.156,140.995,141.651,141.819,
141.133,140.957,141.673,141.857,
141.11,140.92,141.695,141.894,
141.087,140.882,141.717,141.932,
141.064,140.845,141.738,141.969,
141.041,140.808,141.76,142.006,
141.018,140.77,141.781,142.044,
140.995,140.733,141.802,142.081,
140.971,140.696,141.824,142.119,
140.948,140.658,141.845,142.156,
140.925,140.621,141.866,142.193,
140.902,140.584,141.887,142.231,
140.879,140.546,141.908,142.268,
140.855,140.509,141.929,142.305,
140.832,140.472,141.949,142.343,
140.809,140.434,141.97,142.38,
140.785,140.397,141.991,142.417,
140.762,140.36,142.011,142.455,
140.738,140.323,142.032,142.492,
140.715,140.285,142.052,142.529,
140.691,140.248,142.073,142.567,
140.668,140.211,142.093,142.604,
140.644,140.174,142.113,142.641,
140.621,140.137,142.133,142.678,
140.597,140.099,142.153,142.716,
140.573,140.062,142.173,142.753,
140.55,140.025,142.193,142.79,
140.526,139.988,142.213,142.827,
140.502,139.951,142.233,142.865,
140.479,139.914,142.252,142.902,
140.455,139.877,142.272,142.939,
140.431,139.84,142.291,142.976,
140.407,139.802,142.311,143.013,
140.383,139.765,142.33,143.051,
140.359,139.728,142.35,143.088,
140.336,139.691,142.369,143.125,
140.312,139.654,142.388,143.162,
140.288,139.617,142.407,143.199,
140.264,139.58,142.426,143.236,
140.24,139.543,142.445,143.273,
140.216,139.506,142.464,143.311,
140.191,139.469,142.482,143.348,
140.167,139.432,142.501,143.385,
140.143,139.395,142.52,143.422,
140.119,139.358,142.538,143.459,
140.095,139.321,142.557,143.496,
140.071,139.284,142.575,143.533,
140.046,139.247,142.593,143.57,
140.022,139.21,142.612,143.607,
139.998,139.173,142.63,143.644,
139.973,139.137,142.648,143.681,
139.949,139.1,142.666,143.718,
139.925,139.063,142.684,143.755,
139.9,139.026,142.701,143.792,
139.876,138.989,142.719,143.829,
139.851,138.952,142.737,143.866,
139.827,138.915,142.755,143.903,
139.802,138.879,142.772,143.94,
139.778,138.842,142.79,143.977,
139.753,138.805,142.807,144.014,
139.729,138.768,142.824,144.051,
139.704,138.731,142.841,144.088,
139.679,138.695,142.859,144.125,
139.655,138.658,142.876,144.162,
139.63,138.621,142.893,144.199,
139.605,138.584,142.91,144.236,
139.58,138.548,142.927,144.273,
139.556,138.511,142.943,144.31,
139.531,138.474,142.96,144.347,
139.506,138.437,142.977,144.384,
139.481,138.401,142.993,144.421,
139.456,138.364,143.01,144.457,
139.431,138.327,143.026,144.494,
139.406,138.291,143.042,144.531,
139.381,138.254,143.059,144.568,
139.356,138.217,143.075,144.605,
139.331,138.181,143.091,144.642,
139.306,138.144,143.107,144.678,
139.281,138.107,143.123,144.715,
139.256,138.071,143.139,144.752,
139.231,138.034,143.155,144.789,
139.206,137.998,143.17,144.826,
139.18,137.961,143.186,144.862,
139.155,137.925,143.202,144.899,
139.13,137.888,143.217,144.936,
139.104,137.852,143.232,144.973,
139.079,137.815,143.248,145.009,
139.054,137.778,143.263,145.046,
139.028,137.742,143.278,145.083,
139.003,137.705,143.293,145.12,
138.978,137.669,143.308,145.156,
138.952,137.633,143.323,145.193,
138.927,137.596,143.338,145.23,
138.901,137.56,143.353,145.266,
138.876,137.523,143.368,145.303,
138.85,137.487,143.383,145.34,
138.824,137.45,143.397,145.376,
138.799,137.414,143.412,145.413,
138.773,137.377,143.426,145.45,
138.747,137.341,143.44,145.486,
138.722,137.305,143.455,145.523,
138.696,137.268,143.469,145.56,
138.67,137.232,143.483,145.596,
138.644,137.196,143.497,145.633,
138.618,137.159,143.511,145.669,
138.593,137.123,143.525,145.706,
138.567,137.087,143.539,145.743,
138.541,137.05,143.553,145.779,
138.515,137.014,143.566,145.816,
138.489,136.978,143.58,145.852,
138.463,136.941,143.593,145.889,
138.437,136.905,143.607,145.925,
138.411,136.869,143.62,145.962,
138.385,136.833,143.633,145.999,
138.359,136.797,143.647,146.035,
138.333,136.76,143.66,146.072,
138.306,136.724,143.673,146.108,
138.28,136.688,143.686,146.145,
138.254,136.652,143.699,146.181,
138.228,136.615,143.712,146.217,
138.201,136.579,143.724,146.254,
138.175,136.543,143.737,146.29,
138.149,136.507,143.75,146.327,
138.123,136.471,143.762,146.363,
138.096,136.435,143.775,146.4,
138.07,136.399,143.787,146.436,
138.043,136.363,143.799,146.473,
138.017,136.326,143.812,146.509,
137.99,136.29,143.824,146.545,
137.964,136.254,143.836,146.582,
137.937,136.218,143.848,146.618,
137.911,136.182,143.86,146.655,
137.884,136.146,143.872,146.691,
137.857,136.11,143.884,146.727,
137.831,136.074,143.895,146.764,
137.804,136.038,143.907,146.8,
137.777,136.002,143.918,146.836,
137.751,135.966,143.93,146.873,
137.724,135.93,143.941,146.909,
137.697,135.894,143.953,146.945,
137.67,135.858,143.964,146.982,
137.643,135.822,143.975,147.018,
137.617,135.786,143.986,147.054,
137.59,135.75,143.997,147.09,
137.563,135.714,144.008,147.127,
137.536,135.678,144.019,147.163,
137.509,135.643,144.03,147.199,
137.482,135.607,144.041,147.236,
137.455,135.571,144.051,147.272,
137.428,135.535,144.062,147.308,
137.4,135.499,144.072,147.344,
137.373,135.463,144.083,147.38,
137.346,135.427,144.093,147.417,
137.319,135.392,144.103,147.453,
137.292,135.356,144.114,147.489,
137.265,135.32,144.124,147.525,
