0.000336011 0.000788162,0.000131555 1.00079,1.00013 1.00099, ,0.0289609 10.0236,4.02876 9.98318,1.94809 2.00378, ,0.00627869 -0.0105083,4.00626 0.00323208,1.99596 2.99634, ,0.027486 -0.0104129,-0.036038 9.98939,4.99562 5.02125, ,1.00157 0.999534,5.99978 7.00102,2.00097 2.99983, ,-1.00508 -3.00941,-4.02198 -4.98382,0.0289132 0.981941, ,1.03303 2.97623,-4.06035 -4.96464,0.00966942 0.988085, ,
0.537183 0.251611,0.567201 1.25116,1.56675 1.22114, ,1.89025 9.63462,5.65552 8.28453,1.0727 1.42904, ,-0.829379 -1.03549,3.06569 -1.94567,1.80079 1.43073, ,-6.04206 2.15502,1.7596 8.41076,0.986637 1.38206, ,0.795023 1.3269,8.60514 1.37329,2.96857 1.85197, ,-1.59098 -1.98773,-5.10767 -2.78328,0.772718 1.39058, ,1.38206 1.4715,-7.91634 -0.122165,-0.776135 0.88651, ,
0.537143 0.251587,0.567198 1.25114,1.56675 1.22108, ,1.89037 9.63453,5.65559 8.2843,1.07252 1.42897, ,-0.829597 -1.03558,3.06544 -1.94591,1.80067 1.43053, ,-6.04202 2.155,1.75967 8.41069,0.986668 1.382, ,0.795101 1.32686,8.60522 1.37256,2.96869 1.85174, ,-1.59104 -1.98773,-5.10773 -2.78324,0.772696 1.39055, ,1.38202 1.47137,-7.91653 -0.12141,-0.776226 0.886588, ,
0.537103 0.251563,0.567196 1.25111,1.56674 1.22102, ,1.89049 9.63443,5.65566 8.28407,1.07234 1.42891, ,-0.829815 -1.03567,3.06518 -1.94615,1.80055 1.43034, ,-6.04198 2.15498,1.75975 8.41061,0.986699 1.38193, ,0.795179 1.32682,8.6053 1.37183,2.96882 1.85151, ,-1.59109 -1.98773,-5.1078 -2.78321,0.772675 1.39052, ,1.38199 1.47124,-7.91672 -0.120655,-0.776317 0.886667, ,
0.537063 0.25154,0.567194 1.25109,1.56674 1.22095, ,1.89061 9.63434,5.65573 8.28383,1.07217 1.42884, ,-0.830033 -1.03575,3.06493 -1.94639,1.80043 1.43015, ,-6.04195 2.15497,1.75983 8.41054,0.98673 1.38187, ,0.795256 1.32678,8.60538 1.3711,2.96894 1.85127, ,-1.59115 -1.98774,-5.10787 -2.78318,0.772653 1.39049, ,1.38195 1.47112,-7.9169 -0.1199,-0.776408 0.886745, ,
0.537023 0.251516,0.567192 1.25106,1.56674 1.22089, ,1.89073 9.63424,5.6558 8.2836,1.07199 1.42877, ,-0.83025 -1.03584,3.06468 -1.94663,1.8003 1.42996, ,-6.04191 2.15495,1.75991 8.41047,0.986761 1.3818, ,0.795334 1.32674,8.60546 1.37037,2.96907 1.85104, ,-1.59121 -1.98774,-5.10793 -2.78314,0.772631 1.39046, ,1.38191 1.47099,-7.91709 -0.119145,-0.776499 0.886823, ,
0.536983 0.251491,0.56719 1.25104,1.56673 1.22083, ,1.89085 9.63414,5.65588 8.28337,1.07181 1.42871, ,-0.830468 -1.03593,3.06443 -1.94687,1.80018 1.42977, ,-6.04188 2.15493,1.75999 8.4104,0.986792 1.38173, ,0.795412 1.3267,8.60554 1.36964,2.96919 1.85081, ,-1.59127 -1.98774,-5.108 -2.78311,0.77261 1.39044, ,1.38188 1.47086,-7.91728 -0.11839,-0.77659 0.886901, ,
0.536943 0.251467,0.567188 1.25101,1.56673 1.22077, ,1.89097 9.63405,5.65595 8.28313,1.07163 1.42864, ,-0.830686 -1.03602,3.06417 -1.94711,1.80006 1.42958, ,-6.04184 2.15491,1.76007 8.41033,0.986823 1.38167, ,0.795489 1.32666,8.60562 1.36891,2.96931 1.85058, ,-1.59132 -1.98775,-5.10806 -2.78307,0.772588 1.39041, ,1.38184 1.47074,-7.91746 -0.117635,-0.776681 0.886979, ,
0.536903 0.251443,0.567185 1.25098,1.56673 1.2207, ,1.8911 9.63395,5.65602 8.2829,1.07145 1.42858, ,-0.830904 -1.03611,3.06392 -1.94735,1.79994 1.42939, ,-6.0418 2.15489,1.76015 8.41026,0.986854 1.3816, ,0.795567 1.32662,8.60571 1.36818,2.96944 1.85035, ,-1.59138 -1.98775,-5.10813 -2.78304,0.772567 1.39038, ,1.38181 1.47061,-7.91765 -0.11688,-0.776772 0.887057, ,
0.536862 0.251419,0.567183 1.25096,1.56672 1.22064, ,1.89122 9.63386,5.65609 8.28267,1.07127 1.42851, ,-0.831121 -1.0362,3.06367 -1.94759,1.79982 1.42919, ,-6.04177 2.15487,1.76022 8.41019,0.986884 1.38153, ,0.795645 1.32658,8.60579 1.36745,2.96956 1.85011, ,-1.59144 -1.98775,-5.10819 -2.78301,0.772545 1.39035, ,1.38177 1.47048,-7.91783 -0.116126,-0.776863 0.887135, ,
0.536822 0.251395,0.567181 1.25093,1.56672 1.22058, ,1.89134 9.63376,5.65616 8.28243,1.07109 1.42844, ,-0.831339 -1.03629,3.06341 -1.94783,1.79969 1.429, ,-6.04173 2.15486,1.7603 8.41011,0.986915 1.38147, ,0.795722 1.32654,8.60587 1.36672,2.96969 1.84988, ,-1.5915 -1.98776,-5.10826 -2.78297,0.772523 1.39032, ,1.38174 1.47036,-7.91802 -0.115371,-0.776954 0.887213, ,
0.536782 0.251371,0.567179 1.25091,1.56672 1.22051, ,1.89146 9.63366,5.65624 8.2822,1.07091 1.42838, ,-0.831557 -1.03638,3.06316 -1.94807,1.79957 1.42881, ,-6.04169 2.15484,1.76038 8.41004,0.986947 1.3814, ,0.7958 1.3265,8.60595 1.366,2.96981 1.84965, ,-1.59155 -1.98776,-5.10833 -2.78294,0.772502 1.39029, ,1.3817 1.47023,-7.91821 -0.114616,-0.777045 0.887291, ,
0.536741 0.251346,0.567176 1.25088,1.56671 1.22045, ,1.89158 9.63357,5.65631 8.28196,1.07074 1.42831, ,-0.831775 -1.03647,3.06291 -1.94831,1.79945 1.42862, ,-6.04166 2.15482,1.76046 8.40997,0.986978 1.38134, ,0.795878 1.32646,8.60603 1.36527,2.96993 1.84942, ,-1.59161 -1.98776,-5.10839 -2.7829,0.77248 1.39027, ,1.38167 1.4701,-7.91839 -0.113861,-0.777135 0.887369, ,
0.536701 0.251322,0.567174 1.25086,1.56671 1.22038, ,1.8917 9.63347,5.65638 8.28173,1.07056 1.42825, ,-0.831992 -1.03655,3.06265 -1.94855,1.79933 1.42843, ,-6.04162 2.1548,1.76053 8.4099,0.987011 1.38127, ,0.795955 1.32642,8.60611 1.36454,2.97006 1.84919, ,-1.59167 -1.98777,-5.10846 -2.78287,0.772458 1.39024, ,1.38163 1.46998,-7.91858 -0.113107,-0.777226 0.887447, ,
0.536661 0.251298,0.567172 1.25083,1.56671 1.22032, ,1.89182 9.63338,5.65645 8.2815,1.07038 1.42818, ,-0.83221 -1.03664,3.0624 -1.9488,1.79921 1.42824, ,-6.04158 2.15477,1.76061 8.40983,0.987044 1.38121, ,0.796033 1.32638,8.60619 1.36381,2.97018 1.84895, ,-1.59173 -1.98777,-5.10853 -2.78283,0.772437 1.39021, ,1.38159 1.46985,-7.91876 -0.112352,-0.777317 0.887525, ,
0.53662 0.251273,0.567169 1.25081,1.5667 1.22026, ,1.89195 9.63328,5.65652 8.28126,1.0702 1.42811, ,-0.832428 -1.03673,3.06215 -1.94904,1.79909 1.42805, ,-6.04155 2.15475,1.76068 8.40977,0.987077 1.38114, ,0.79611 1.32634,8.60627 1.36308,2.9703 1.84872, ,-1.59178 -1.98777,-5.10859 -2.7828,0.772415 1.39018, ,1.38156 1.46972,-7.91895 -0.111598,-0.777408 0.887603, ,
0.53658 0.251249,0.567167 1.25078,1.5667 1.22019, ,1.89207 9.63318,5.6566 8.28103,1.07003 1.42805, ,-0.832646 -1.03682,3.06189 -1.94928,1.79897 1.42785, ,-6.04151 2.15473,1.76076 8.4097,0.987111 1.38108, ,0.796188 1.3263,8.60635 1.36236,2.97043 1.84849, ,-1.59184 -1.98778,-5.10866 -2.78277,0.772394 1.39015, ,1.38152 1.4696,-7.91913 -0.110843,-0.777499 0.887681, ,
0.536539 0.251224,0.567165 1.25076,1.5667 1.22013, ,1.89218 9.63309,5.65667 8.2808,1.06985 1.42798, ,-0.832864 -1.03691,3.06164 -1.94952,1.79884 1.42766, ,-6.04147 2.1547,1.76083 8.40963,0.987145 1.38102, ,0.796265 1.32626,8.60644 1.36163,2.97055 1.84826, ,-1.5919 -1.98778,-5.10872 -2.78273,0.772372 1.39012, ,1.38149 1.46947,-7.91932 -0.110089,-0.77759 0.887758, ,
0.536498 0.2512,0.567162 1.25073,1.56669 1.22007, ,1.8923 9.63299,5.65674 8.28057,1.06968 1.42791, ,-0.833081 -1.037,3.06138 -1.94976,1.79872 1.42747, ,-6.04143 2.15467,1.7609 8.40956,0.98718 1.38095, ,0.796343 1.32622,8.60652 1.3609,2.97067 1.84802, ,-1.59196 -1.98778,-5.10879 -2.7827,0.77235 1.39009, ,1.38145 1.46934,-7.9195 -0.109334,-0.77768 0.887836, ,
0.536458 0.251175,0.56716 1.2507,1.56669 1.22, ,1.89242 9.63289,5.65681 8.28034,1.0695 1.42784, ,-0.833299 -1.03709,3.06113 -1.95,1.7986 1.42728, ,-6.04139 2.15465,1.76097 8.4095,0.987216 1.38089, ,0.796421 1.32617,8.6066 1.36017,2.9708 1.84779, ,-1.59202 -1.98779,-5.10886 -2.78266,0.772329 1.39007, ,1.38142 1.46922,-7.91969 -0.10858,-0.777771 0.887914, ,
0.536417 0.25115,0.567158 1.25068,1.56669 1.21994, ,1.89254 9.63279,5.65688 8.28011,1.06933 1.42777, ,-0.833517 -1.03717,3.06088 -1.95024,1.79848 1.42709, ,-6.04135 2.15462,1.76104 8.40943,0.987252 1.38083, ,0.796498 1.32613,8.60668 1.35945,2.97092 1.84756, ,-1.59207 -1.98779,-5.10892 -2.78263,0.772307 1.39004, ,1.38138 1.46909,-7.91987 -0.107826,-0.777862 0.887992, ,
0.536376 0.251126,0.567155 1.25065,1.56668 1.21987, ,1.89266 9.6327,5.65695 8.27988,1.06916 1.42771, ,-0.833735 -1.03726,3.06062 -1.95048,1.79836 1.4269, ,-6.04131 2.15459,1.76111 8.40936,0.987288 1.38077, ,0.796576 1.32609,8.60676 1.35872,2.97104 1.84733, ,-1.59213 -1.98779,-5.10899 -2.78259,0.772286 1.39001, ,1.38134 1.46896,-7.92006 -0.107072,-0.777952 0.88807, ,
0.536336 0.251101,0.567153 1.25063,1.56668 1.21981, ,1.89277 9.6326,5.65702 8.27965,1.06899 1.42764, ,-0.833953 -1.03735,3.06037 -1.95072,1.79824 1.42671, ,-6.04127 2.15456,1.76118 8.4093,0.987325 1.3807, ,0.796653 1.32605,8.60684 1.35799,2.97117 1.8471, ,-1.59219 -1.98779,-5.10906 -2.78256,0.772264 1.38998, ,1.38131 1.46884,-7.92024 -0.106318,-0.778043 0.888148, ,
0.536295 0.251076,0.567151 1.2506,1.56667 1.21974, ,1.89289 9.6325,5.65708 8.27942,1.06883 1.42757, ,-0.83417 -1.03744,3.06012 -1.95096,1.79812 1.42651, ,-6.04123 2.15453,1.76125 8.40923,0.987362 1.38064, ,0.796731 1.32601,8.60692 1.35727,2.97129 1.84686, ,-1.59225 -1.9878,-5.10912 -2.78252,0.772243 1.38995, ,1.38127 1.46871,-7.92043 -0.105564,-0.778134 0.888225, ,
0.536254 0.251052,0.567148 1.25057,1.56667 1.21968, ,1.893 9.6324,5.65715 8.27919,1.06866 1.4275, ,-0.834388 -1.03753,3.05986 -1.9512,1.798 1.42632, ,-6.04119 2.1545,1.76132 8.40917,0.9874 1.38058, ,0.796808 1.32597,8.607 1.35654,2.97141 1.84663, ,-1.59231 -1.9878,-5.10919 -2.78249,0.772221 1.38992, ,1.38124 1.46858,-7.92061 -0.10481,-0.778224 0.888303, ,
0.536213 0.251027,0.567146 1.25055,1.56667 1.21962, ,1.89312 9.6323,5.65722 8.27896,1.0685 1.42742, ,-0.834606 -1.03761,3.05961 -1.95145,1.79788 1.42613, ,-6.04115 2.15447,1.76139 8.40911,0.987439 1.38052, ,0.796886 1.32593,8.60708 1.35581,2.97154 1.8464, ,-1.59236 -1.9878,-5.10926 -2.78245,0.7722 1.38989, ,1.3812 1.46846,-7.9208 -0.104056,-0.778315 0.888381, ,
0.536173 0.251002,0.567143 1.25052,1.56666 1.21955, ,1.89323 9.6322,5.65729 8.27874,1.06833 1.42735, ,-0.834824 -1.0377,3.05936 -1.95169,1.79775 1.42594, ,-6.0411 2.15444,1.76145 8.40904,0.987478 1.38046, ,0.796963 1.32589,8.60716 1.35509,2.97166 1.84617, ,-1.59242 -1.98781,-5.10932 -2.78242,0.772178 1.38986, ,1.38117 1.46833,-7.92098 -0.103302,-0.778406 0.888459, ,
0.536132 0.250977,0.567141 1.2505,1.56666 1.21949, ,1.89334 9.6321,5.65735 8.27851,1.06817 1.42728, ,-0.835042 -1.03779,3.0591 -1.95193,1.79763 1.42575, ,-6.04106 2.1544,1.76152 8.40898,0.987517 1.3804, ,0.797041 1.32584,8.60724 1.35436,2.97178 1.84594, ,-1.59248 -1.98781,-5.10939 -2.78238,0.772157 1.38983, ,1.38113 1.4682,-7.92117 -0.102548,-0.778496 0.888536, ,
0.536091 0.250952,0.567138 1.25047,1.56666 1.21942, ,1.89345 9.632,5.65742 8.27829,1.06801 1.42721, ,-0.83526 -1.03788,3.05885 -1.95217,1.79751 1.42556, ,-6.04102 2.15437,1.76158 8.40892,0.987557 1.38034, ,0.797118 1.3258,8.60732 1.35364,2.97191 1.8457, ,-1.59254 -1.98781,-5.10946 -2.78235,0.772135 1.38981, ,1.38109 1.46808,-7.92135 -0.101794,-0.778587 0.888614, ,
0.53605 0.250927,0.567136 1.25044,1.56665 1.21936, ,1.89356 9.6319,5.65749 8.27807,1.06785 1.42713, ,-0.835478 -1.03796,3.05859 -1.95241,1.79739 1.42537, ,-6.04098 2.15433,1.76165 8.40885,0.987597 1.38028, ,0.797196 1.32576,8.6074 1.35291,2.97203 1.84547, ,-1.5926 -1.98782,-5.10953 -2.78231,0.772114 1.38978, ,1.38106 1.46795,-7.92154 -0.10104,-0.778678 0.888692, ,
0.536009 0.250902,0.567133 1.25042,1.56665 1.21929, ,1.89367 9.6318,5.65755 8.27784,1.0677 1.42706, ,-0.835695 -1.03805,3.05834 -1.95265,1.79727 1.42518, ,-6.04093 2.1543,1.76171 8.40879,0.987638 1.38022, ,0.797273 1.32572,8.60748 1.35219,2.97215 1.84524, ,-1.59266 -1.98782,-5.10959 -2.78228,0.772092 1.38975, ,1.38102 1.46782,-7.92172 -0.100287,-0.778768 0.888769, ,
0.535968 0.250877,0.567131 1.25039,1.56665 1.21923, ,1.89378 9.6317,5.65761 8.27762,1.06754 1.42698, ,-0.835913 -1.03814,3.05809 -1.95289,1.79715 1.42498, ,-6.04089 2.15426,1.76178 8.40873,0.987679 1.38016, ,0.79735 1.32568,8.60756 1.35146,2.97227 1.84501, ,-1.59271 -1.98782,-5.10966 -2.78224,0.772071 1.38972, ,1.38099 1.4677,-7.9219 -0.0995328,-0.778859 0.888847, ,
0.535927 0.250852,0.567128 1.25036,1.56664 1.21916, ,1.89388 9.6316,5.65768 8.2774,1.06739 1.42691, ,-0.836131 -1.03823,3.05783 -1.95313,1.79703 1.42479, ,-6.04085 2.15422,1.76184 8.40867,0.98772 1.3801, ,0.797428 1.32564,8.60764 1.35074,2.9724 1.84478, ,-1.59277 -1.98783,-5.10973 -2.78221,0.77205 1.38969, ,1.38095 1.46757,-7.92209 -0.0987791,-0.778949 0.888925, ,
0.535886 0.250827,0.567126 1.25034,1.56664 1.2191, ,1.89399 9.6315,5.65774 8.27718,1.06724 1.42683, ,-0.836349 -1.03831,3.05758 -1.95337,1.79691 1.4246, ,-6.0408 2.15419,1.76191 8.40861,0.987762 1.38004, ,0.797505 1.32559,8.60772 1.35001,2.97252 1.84454, ,-1.59283 -1.98783,-5.10979 -2.78217,0.772028 1.38966, ,1.38092 1.46744,-7.92227 -0.0980254,-0.77904 0.889003, ,
0.535844 0.250802,0.567123 1.25031,1.56663 1.21903, ,1.8941 9.63139,5.65781 8.27696,1.06708 1.42676, ,-0.836567 -1.0384,3.05732 -1.95362,1.79679 1.42441, ,-6.04076 2.15415,1.76197 8.40855,0.987805 1.37998, ,0.797583 1.32555,8.6078 1.34929,2.97264 1.84431, ,-1.59289 -1.98783,-5.10986 -2.78214,0.772007 1.38963, ,1.38088 1.46732,-7.92246 -0.0972717,-0.77913 0.88908, ,
0.535803 0.250776,0.567121 1.25029,1.56663 1.21897, ,1.8942 9.63129,5.65787 8.27674,1.06694 1.42668, ,-0.836785 -1.03849,3.05707 -1.95386,1.79667 1.42422, ,-6.04071 2.15411,1.76203 8.40849,0.987847 1.37993, ,0.79766 1.32551,8.60788 1.34856,2.97277 1.84408, ,-1.59295 -1.98784,-5.10993 -2.7821,0.771986 1.3896, ,1.38084 1.46719,-7.92264 -0.096518,-0.779221 0.889158, ,
0.535762 0.250751,0.567118 1.25026,1.56663 1.2189, ,1.8943 9.63119,5.65793 8.27652,1.06679 1.4266, ,-0.837002 -1.03858,3.05682 -1.9541,1.79655 1.42403, ,-6.04067 2.15407,1.76209 8.40843,0.98789 1.37987, ,0.797737 1.32547,8.60796 1.34784,2.97289 1.84385, ,-1.59301 -1.98784,-5.11 -2.78206,0.771965 1.38957, ,1.38081 1.46706,-7.92282 -0.0957644,-0.779311 0.889235, ,
0.535721 0.250726,0.567115 1.25023,1.56662 1.21884, ,1.89441 9.63109,5.65799 8.27631,1.06664 1.42653, ,-0.83722 -1.03866,3.05656 -1.95434,1.79643 1.42384, ,-6.04062 2.15403,1.76215 8.40837,0.987934 1.37981, ,0.797815 1.32543,8.60803 1.34711,2.97301 1.84362, ,-1.59307 -1.98784,-5.11006 -2.78203,0.771944 1.38954, ,1.38077 1.46694,-7.92301 -0.0950108,-0.779402 0.889313, ,
0.53568 0.2507,0.567113 1.25021,1.56662 1.21877, ,1.89451 9.63098,5.65805 8.27609,1.0665 1.42645, ,-0.837438 -1.03875,3.05631 -1.95458,1.79631 1.42364, ,-6.04058 2.15399,1.76221 8.40831,0.987978 1.37975, ,0.797892 1.32538,8.60811 1.34639,2.97313 1.84338, ,-1.59313 -1.98785,-5.11013 -2.78199,0.771922 1.38951, ,1.38074 1.46681,-7.92319 -0.0942571,-0.779492 0.889391, ,
0.535638 0.250675,0.56711 1.25018,1.56661 1.21871, ,1.89461 9.63088,5.65811 8.27588,1.06635 1.42637, ,-0.837656 -1.03884,3.05605 -1.95482,1.79619 1.42345, ,-6.04053 2.15395,1.76228 8.40825,0.988022 1.37969, ,0.79797 1.32534,8.60819 1.34566,2.97326 1.84315, ,-1.59318 -1.98785,-5.1102 -2.78196,0.771901 1.38948, ,1.3807 1.46668,-7.92337 -0.0935035,-0.779582 0.889468, ,
0.535597 0.25065,0.567108 1.25015,1.56661 1.21864, ,1.89471 9.63078,5.65817 8.27566,1.06621 1.42629, ,-0.837874 -1.03892,3.0558 -1.95506,1.79607 1.42326, ,-6.04048 2.15391,1.76234 8.40819,0.988066 1.37964, ,0.798047 1.3253,8.60827 1.34494,2.97338 1.84292, ,-1.59324 -1.98785,-5.11027 -2.78192,0.77188 1.38945, ,1.38067 1.46656,-7.92356 -0.0927499,-0.779673 0.889546, ,
0.535556 0.250624,0.567105 1.25013,1.56661 1.21858, ,1.89481 9.63067,5.65823 8.27545,1.06607 1.42621, ,-0.838092 -1.03901,3.05554 -1.9553,1.79595 1.42307, ,-6.04044 2.15386,1.7624 8.40813,0.988111 1.37958, ,0.798124 1.32526,8.60835 1.34422,2.9735 1.84269, ,-1.5933 -1.98786,-5.11034 -2.78188,0.771859 1.38942, ,1.38063 1.46643,-7.92374 -0.0919962,-0.779763 0.889623, ,
0.535514 0.250599,0.567102 1.2501,1.5666 1.21851, ,1.89491 9.63057,5.65829 8.27523,1.06593 1.42613, ,-0.83831 -1.0391,3.05529 -1.95555,1.79583 1.42288, ,-6.04039 2.15382,1.76246 8.40807,0.988157 1.37952, ,0.798202 1.32522,8.60843 1.34349,2.97362 1.84246, ,-1.59336 -1.98786,-5.1104 -2.78185,0.771838 1.38939, ,1.38059 1.4663,-7.92392 -0.0912426,-0.779853 0.889701, ,
0.535473 0.250573,0.5671 1.25007,1.5666 1.21845, ,1.89501 9.63046,5.65835 8.27502,1.06579 1.42605, ,-0.838527 -1.03918,3.05504 -1.95579,1.79571 1.42269, ,-6.04034 2.15378,1.76251 8.40801,0.988202 1.37947, ,0.798279 1.32517,8.60851 1.34277,2.97375 1.84222, ,-1.59342 -1.98786,-5.11047 -2.78181,0.771817 1.38936, ,1.38056 1.46617,-7.92411 -0.0904889,-0.779944 0.889778, ,
0.535432 0.250547,0.567097 1.25005,1.5666 1.21838, ,1.8951 9.63036,5.65841 8.27481,1.06565 1.42597, ,-0.838745 -1.03927,3.05478 -1.95603,1.79559 1.4225, ,-6.0403 2.15374,1.76257 8.40795,0.988248 1.37941, ,0.798356 1.32513,8.60859 1.34205,2.97387 1.84199, ,-1.59348 -1.98787,-5.11054 -2.78177,0.771797 1.38933, ,1.38052 1.46605,-7.92429 -0.0897353,-0.780034 0.889856, ,
0.53539 0.250522,0.567094 1.25002,1.56659 1.21831, ,1.8952 9.63025,5.65847 8.2746,1.06552 1.42589, ,-0.838963 -1.03936,3.05453 -1.95627,1.79547 1.4223, ,-6.04025 2.15369,1.76263 8.40789,0.988294 1.37935, ,0.798433 1.32509,8.60867 1.34132,2.97399 1.84176, ,-1.59354 -1.98787,-5.11061 -2.78174,0.771776 1.3893, ,1.38049 1.46592,-7.92447 -0.0889816,-0.780124 0.889933, ,
0.535349 0.250496,0.567092 1.24999,1.56659 1.21825, ,1.8953 9.63015,5.65853 8.27438,1.06538 1.42581, ,-0.839181 -1.03944,3.05427 -1.95651,1.79535 1.42211, ,-6.0402 2.15365,1.76269 8.40784,0.98834 1.3793, ,0.798511 1.32505,8.60874 1.3406,2.97411 1.84153, ,-1.5936 -1.98787,-5.11068 -2.7817,0.771755 1.38927, ,1.38045 1.46579,-7.92466 -0.0882279,-0.780215 0.890011, ,
0.535307 0.25047,0.567089 1.24997,1.56658 1.21818, ,1.89539 9.63004,5.65858 8.27417,1.06525 1.42572, ,-0.839399 -1.03953,3.05402 -1.95675,1.79523 1.42192, ,-6.04015 2.1536,1.76275 8.40778,0.988387 1.37924, ,0.798588 1.325,8.60882 1.33988,2.97424 1.8413, ,-1.59366 -1.98788,-5.11074 -2.78166,0.771734 1.38924, ,1.38041 1.46567,-7.92484 -0.0874742,-0.780305 0.890088, ,
0.535266 0.250445,0.567086 1.24994,1.56658 1.21812, ,1.89548 9.62994,5.65864 8.27396,1.06512 1.42564, ,-0.839617 -1.03962,3.05376 -1.95699,1.79511 1.42173, ,-6.0401 2.15356,1.76281 8.40772,0.988434 1.37918, ,0.798665 1.32496,8.6089 1.33916,2.97436 1.84106, ,-1.59372 -1.98788,-5.11081 -2.78163,0.771714 1.38921, ,1.38038 1.46554,-7.92502 -0.0867204,-0.780395 0.890165, ,
0.535224 0.250419,0.567084 1.24991,1.56658 1.21805, ,1.89558 9.62983,5.6587 8.27376,1.06498 1.42556, ,-0.839834 -1.0397,3.05351 -1.95724,1.79499 1.42154, ,-6.04006 2.15351,1.76286 8.40766,0.988481 1.37913, ,0.798742 1.32492,8.60898 1.33844,2.97448 1.84083, ,-1.59378 -1.98788,-5.11088 -2.78159,0.771693 1.38918, ,1.38034 1.46541,-7.9252 -0.0859666,-0.780486 0.890243, ,
0.535182 0.250393,0.567081 1.24988,1.56657 1.21799, ,1.89567 9.62973,5.65875 8.27355,1.06485 1.42548, ,-0.840052 -1.03979,3.05326 -1.95748,1.79487 1.42135, ,-6.04001 2.15346,1.76292 8.40761,0.988529 1.37907, ,0.79882 1.32487,8.60906 1.33771,2.9746 1.8406, ,-1.59384 -1.98789,-5.11095 -2.78155,0.771672 1.38915, ,1.38031 1.46528,-7.92539 -0.0852128,-0.780576 0.89032, ,
0.535141 0.250367,0.567078 1.24986,1.56657 1.21792, ,1.89576 9.62962,5.65881 8.27334,1.06472 1.42539, ,-0.84027 -1.03987,3.053 -1.95772,1.79475 1.42116, ,-6.03996 2.15342,1.76298 8.40755,0.988577 1.37902, ,0.798897 1.32483,8.60914 1.33699,2.97472 1.84037, ,-1.59389 -1.98789,-5.11102 -2.78152,0.771652 1.38912, ,1.38027 1.46516,-7.92557 -0.084459,-0.780666 0.890397, ,
0.535099 0.250341,0.567076 1.24983,1.56656 1.21785, ,1.89586 9.62951,5.65886 8.27313,1.0646 1.42531, ,-0.840488 -1.03996,3.05275 -1.95796,1.79463 1.42097, ,-6.03991 2.15337,1.76304 8.40749,0.988625 1.37896, ,0.798974 1.32479,8.60922 1.33627,2.97485 1.84014, ,-1.59395 -1.98789,-5.11109 -2.78148,0.771631 1.38909, ,1.38024 1.46503,-7.92575 -0.0837052,-0.780756 0.890475, ,
0.535058 0.250315,0.567073 1.2498,1.56656 1.21779, ,1.89595 9.62941,5.65892 8.27292,1.06447 1.42522, ,-0.840706 -1.04005,3.05249 -1.9582,1.79451 1.42077, ,-6.03986 2.15332,1.76309 8.40744,0.988673 1.3789, ,0.799051 1.32475,8.60929 1.33555,2.97497 1.8399, ,-1.59401 -1.9879,-5.11116 -2.78144,0.771611 1.38906, ,1.3802 1.4649,-7.92594 -0.0829513,-0.780846 0.890552, ,
0.535016 0.250289,0.56707 1.24978,1.56656 1.21772, ,1.89604 9.6293,5.65897 8.27272,1.06434 1.42514, ,-0.840924 -1.04013,3.05224 -1.95844,1.79439 1.42058, ,-6.03981 2.15327,1.76315 8.40738,0.988721 1.37885, ,0.799129 1.3247,8.60937 1.33483,2.97509 1.83967, ,-1.59407 -1.9879,-5.11122 -2.7814,0.771591 1.38903, ,1.38016 1.46478,-7.92612 -0.0821973,-0.780937 0.890629, ,
0.534974 0.250263,0.567068 1.24975,1.56655 1.21765, ,1.89613 9.62919,5.65903 8.27251,1.06422 1.42505, ,-0.841141 -1.04022,3.05198 -1.95869,1.79427 1.42039, ,-6.03976 2.15323,1.7632 8.40732,0.98877 1.37879, ,0.799206 1.32466,8.60945 1.33411,2.97521 1.83944, ,-1.59413 -1.9879,-5.11129 -2.78137,0.77157 1.38899, ,1.38013 1.46465,-7.9263 -0.0814434,-0.781027 0.890706, ,
0.534932 0.250237,0.567065 1.24972,1.56655 1.21759, ,1.89622 9.62909,5.65908 8.27231,1.06409 1.42497, ,-0.841359 -1.0403,3.05173 -1.95893,1.79415 1.4202, ,-6.03971 2.15318,1.76326 8.40727,0.988819 1.37874, ,0.799283 1.32462,8.60953 1.33339,2.97533 1.83921, ,-1.59419 -1.98791,-5.11136 -2.78133,0.77155 1.38896, ,1.38009 1.46452,-7.92648 -0.0806893,-0.781117 0.890784, ,
0.534891 0.250211,0.567062 1.24969,1.56654 1.21752, ,1.89631 9.62898,5.65914 8.2721,1.06397 1.42488, ,-0.841577 -1.04039,3.05147 -1.95917,1.79403 1.42001, ,-6.03966 2.15313,1.76332 8.40721,0.988868 1.37868, ,0.79936 1.32457,8.60961 1.33267,2.97546 1.83898, ,-1.59425 -1.98791,-5.11143 -2.78129,0.77153 1.38893, ,1.38006 1.46439,-7.92666 -0.0799353,-0.781207 0.890861, ,
0.534849 0.250185,0.567059 1.24967,1.56654 1.21746, ,1.8964 9.62887,5.65919 8.2719,1.06384 1.4248, ,-0.841795 -1.04047,3.05122 -1.95941,1.79391 1.41982, ,-6.03961 2.15308,1.76337 8.40715,0.988917 1.37863, ,0.799437 1.32453,8.60968 1.33194,2.97558 1.83874, ,-1.59431 -1.98792,-5.1115 -2.78125,0.771509 1.3889, ,1.38002 1.46427,-7.92685 -0.0791812,-0.781297 0.890938, ,
