0.181808,0.181808,0.18181,0.18181,0.181736,0.181736,0.181736,0.181736,0.18181,0.18181,0.181808,0.181808,0.181882,0.181882,0.181882,0.181882,0.181818,0.181745,0.181818,0.181809,0.181809,0.181891,
0.181776,0.181776,0.181786,0.181786,0.181636,0.181636,0.181636,0.181636,0.181786,0.181786,0.181776,0.181776,0.181927,0.181927,0.181927,0.181927,0.181818,0.181673,0.181818,0.181781,0.181781,0.181964,
0.181723,0.181723,0.181745,0.181745,0.181516,0.181516,0.181516,0.181516,0.181745,0.181745,0.181723,0.181723,0.181953,0.181953,0.181953,0.181953,0.181818,0.1816,0.181818,0.181735,0.181735,0.182036,
0.181649,0.181649,0.181689,0.181689,0.181379,0.181379,0.181379,0.181379,0.181689,0.181689,0.181649,0.181649,0.181961,0.181961,0.181961,0.181961,0.181817,0.181527,0.181817,0.18167,0.18167,0.182109,
0.181554,0.181554,0.181616,0.181616,0.181223,0.181223,0.181223,0.181223,0.181616,0.181616,0.181554,0.181554,0.18195,0.18195,0.18195,0.18195,0.181817,0.181455,0.181817,0.181586,0.181586,0.182182,
0.181437,0.181437,0.181527,0.181527,0.181048,0.181048,0.181048,0.181048,0.181527,0.181527,0.181437,0.181437,0.181921,0.181921,0.181921,0.181921,0.181817,0.181382,0.181817,0.181484,0.181484,0.182255,
0.1813,0.1813,0.181422,0.181422,0.180854,0.180854,0.180854,0.180854,0.181422,0.181422,0.1813,0.1813,0.181873,0.181873,0.181873,0.181873,0.181816,0.181309,0.181816,0.181363,0.181363,0.182328,
0.181141,0.181141,0.181301,0.181301,0.180642,0.180642,0.180642,0.180642,0.181301,0.181301,0.181141,0.181141,0.181806,0.181806,0.181806,0.181806,0.181815,0.181237,0.181815,0.181224,0.181224,0.1824,
0.180961,0.180961,0.181164,0.181164,0.180412,0.180412,0.180412,0.180412,0.181164,0.181164,0.180961,0.180961,0.181722,0.181722,0.181722,0.181722,0.181815,0.181164,0.181815,0.181066,0.181066,0.182473,
0.18076,0.18076,0.18101,0.18101,0.180163,0.180163,0.180163,0.180163,0.18101,0.18101,0.18076,0.18076,0.181618,0.181618,0.181618,0.181618,0.181814,0.181092,0.181814,0.18089,0.18089,0.182546,
0.180538,0.180538,0.180841,0.180841,0.179895,0.179895,0.179895,0.179895,0.180841,0.180841,0.180538,0.180538,0.181496,0.181496,0.181496,0.181496,0.181813,0.181019,0.181813,0.180695,0.180695,0.182619,
0.180295,0.180295,0.180655,0.180655,0.179608,0.179608,0.179608,0.179608,0.180655,0.180655,0.180295,0.180295,0.181356,0.181356,0.181356,0.181356,0.181812,0.180947,0.181812,0.180481,0.180481,0.182692,
0.18003,0.18003,0.180453,0.180453,0.179303,0.179303,0.179303,0.179303,0.180453,0.180453,0.18003,0.18003,0.181197,0.181197,0.181197,0.181197,0.181811,0.180874,0.181811,0.180249,0.180249,0.182765,
0.179744,0.179744,0.180235,0.180235,0.17898,0.17898,0.17898,0.17898,0.180235,0.180235,0.179744,0.179744,0.181019,0.181019,0.181019,0.181019,0.18181,0.180801,0.18181,0.179998,0.179998,0.182838,
0.179438,0.179438,0.18,0.18,0.178638,0.178638,0.178638,0.178638,0.18,0.18,0.179438,0.179438,0.180823,0.180823,0.180823,0.180823,0.181808,0.180729,0.181808,0.179729,0.179729,0.182911,
0.17911,0.17911,0.17975,0.17975,0.178277,0.178277,0.178277,0.178277,0.17975,0.17975,0.17911,0.17911,0.180609,0.180609,0.180609,0.180609,0.181807,0.180656,0.181807,0.179441,0.179441,0.182984,
0.17876,0.17876,0.179483,0.179483,0.177897,0.177897,0.177897,0.177897,0.179483,0.179483,0.17876,0.17876,0.180376,0.180376,0.180376,0.180376,0.181806,0.180584,0.181806,0.179134,0.179134,0.183057,
0.17839,0.17839,0.1792,0.1792,0.177499,0.177499,0.177499,0.177499,0.1792,0.1792,0.17839,0.17839,0.180124,0.180124,0.180124,0.180124,0.181804,0.180511,0.181804,0.178809,0.178809,0.18313,
0.177998,0.177998,0.178901,0.178901,0.177083,0.177083,0.177083,0.177083,0.178901,0.178901,0.177998,0.177998,0.179854,0.179854,0.179854,0.179854,0.181802,0.180439,0.181802,0.178466,0.178466,0.183203,
0.177586,0.177586,0.178586,0.178586,0.176647,0.176647,0.176647,0.176647,0.178586,0.178586,0.177586,0.177586,0.179565,0.179565,0.179565,0.179565,0.181801,0.180367,0.181801,0.178103,0.178103,0.183276,
0.177152,0.177152,0.178255,0.178255,0.176193,0.176193,0.176193,0.176193,0.178255,0.178255,0.177152,0.177152,0.179258,0.179258,0.179258,0.179258,0.181799,0.180294,0.181799,0.177722,0.177722,0.183349,
0.176697,0.176697,0.177907,0.177907,0.175721,0.175721,0.175721,0.175721,0.177907,0.177907,0.176697,0.176697,0.178932,0.178932,0.178932,0.178932,0.181797,0.180222,0.181797,0.177323,0.177323,0.183422,
0.17622,0.17622,0.177543,0.177543,0.175229,0.175229,0.175229,0.175229,0.177543,0.177543,0.17622,0.17622,0.178588,0.178588,0.178588,0.178588,0.181795,0.180149,0.181795,0.176905,0.176905,0.183495,
0.175723,0.175723,0.177164,0.177164,0.174719,0.174719,0.174719,0.174719,0.177164,0.177164,0.175723,0.175723,0.178226,0.178226,0.178226,0.178226,0.181793,0.180077,0.181793,0.176468,0.176468,0.183568,
0.175204,0.175204,0.176767,0.176767,0.174191,0.174191,0.174191,0.174191,0.176767,0.176767,0.175204,0.175204,0.177844,0.177844,0.177844,0.177844,0.181791,0.180005,0.181791,0.176013,0.176013,0.183641,
0.174664,0.174664,0.176355,0.176355,0.173643,0.173643,0.173643,0.173643,0.176355,0.176355,0.174664,0.174664,0.177445,0.177445,0.177445,0.177445,0.181789,0.179932,0.181789,0.175539,0.175539,0.183714,
0.174103,0.174103,0.175927,0.175927,0.173077,0.173077,0.173077,0.173077,0.175927,0.175927,0.174103,0.174103,0.177026,0.177026,0.177026,0.177026,0.181786,0.17986,0.181786,0.175047,0.175047,0.183787,
0.173521,0.173521,0.175482,0.175482,0.172493,0.172493,0.172493,0.172493,0.175482,0.175482,0.173521,0.173521,0.17659,0.17659,0.17659,0.17659,0.181784,0.179788,0.181784,0.174535,0.174535,0.18386,
0.172917,0.172917,0.175021,0.175021,0.171889,0.171889,0.171889,0.171889,0.175021,0.175021,0.172917,0.172917,0.176134,0.176134,0.176134,0.176134,0.181781,0.179715,0.181781,0.174006,0.174006,0.183933,
0.172292,0.172292,0.174544,0.174544,0.171267,0.171267,0.171267,0.171267,0.174544,0.174544,0.172292,0.172292,0.175661,0.175661,0.175661,0.175661,0.181779,0.179643,0.181779,0.173457,0.173457,0.184007,
0.171646,0.171646,0.174051,0.174051,0.170626,0.170626,0.170626,0.170626,0.174051,0.174051,0.171646,0.171646,0.175168,0.175168,0.175168,0.175168,0.181776,0.179571,0.181776,0.17289,0.17289,0.18408,
0.170979,0.170979,0.173541,0.173541,0.169967,0.169967,0.169967,0.169967,0.173541,0.173541,0.170979,0.170979,0.174658,0.174658,0.174658,0.174658,0.181773,0.179498,0.181773,0.172305,0.172305,0.184153,
0.170291,0.170291,0.173015,0.173015,0.169289,0.169289,0.169289,0.169289,0.173015,0.173015,0.170291,0.170291,0.174128,0.174128,0.174128,0.174128,0.181771,0.179426,0.181771,0.171701,0.171701,0.184226,
0.169581,0.169581,0.172473,0.172473,0.168592,0.168592,0.168592,0.168592,0.172473,0.172473,0.169581,0.169581,0.17358,0.17358,0.17358,0.17358,0.181768,0.179354,0.181768,0.171078,0.171078,0.184299,
0.16885,0.16885,0.171915,0.171915,0.167876,0.167876,0.167876,0.167876,0.171915,0.171915,0.16885,0.16885,0.173014,0.173014,0.173014,0.173014,0.181765,0.179282,0.181765,0.170436,0.170436,0.184373,
0.168098,0.168098,0.171341,0.171341,0.167141,0.167141,0.167141,0.167141,0.171341,0.171341,0.168098,0.168098,0.172429,0.172429,0.172429,0.172429,0.181762,0.179209,0.181762,0.169776,0.169776,0.184446,
0.167324,0.167324,0.17075,0.17075,0.166388,0.166388,0.166388,0.166388,0.17075,0.17075,0.167324,0.167324,0.171826,0.171826,0.171826,0.171826,0.181758,0.179137,0.181758,0.169097,0.169097,0.184519,
0.16653,0.16653,0.170143,0.170143,0.165616,0.165616,0.165616,0.165616,0.170143,0.170143,0.16653,0.16653,0.171204,0.171204,0.171204,0.171204,0.181755,0.179065,0.181755,0.1684,0.1684,0.184592,
0.165714,0.165714,0.16952,0.16952,0.164825,0.164825,0.164825,0.164825,0.16952,0.16952,0.165714,0.165714,0.170564,0.170564,0.170564,0.170564,0.181752,0.178993,0.181752,0.167683,0.167683,0.184666,
0.164876,0.164876,0.168881,0.168881,0.164016,0.164016,0.164016,0.164016,0.168881,0.168881,0.164876,0.164876,0.169905,0.169905,0.169905,0.169905,0.181748,0.178921,0.181748,0.166949,0.166949,0.184739,
0.164018,0.164018,0.168225,0.168225,0.163187,0.163187,0.163187,0.163187,0.168225,0.168225,0.164018,0.164018,0.169227,0.169227,0.169227,0.169227,0.181745,0.178849,0.181745,0.166195,0.166195,0.184812,
0.163138,0.163138,0.167554,0.167554,0.16234,0.16234,0.16234,0.16234,0.167554,0.167554,0.163138,0.163138,0.168531,0.168531,0.168531,0.168531,0.181741,0.178776,0.181741,0.165423,0.165423,0.184886,
0.162237,0.162237,0.166865,0.166865,0.161474,0.161474,0.161474,0.161474,0.166865,0.166865,0.162237,0.162237,0.167817,0.167817,0.167817,0.167817,0.181737,0.178704,0.181737,0.164632,0.164632,0.184959,
0.161315,0.161315,0.166161,0.166161,0.160589,0.160589,0.160589,0.160589,0.166161,0.166161,0.161315,0.161315,0.167084,0.167084,0.167084,0.167084,0.181734,0.178632,0.181734,0.163823,0.163823,0.185032,
0.160371,0.160371,0.165441,0.165441,0.159686,0.159686,0.159686,0.159686,0.165441,0.165441,0.160371,0.160371,0.166332,0.166332,0.166332,0.166332,0.18173,0.17856,0.18173,0.162994,0.162994,0.185106,
0.159406,0.159406,0.164704,0.164704,0.158763,0.158763,0.158763,0.158763,0.164704,0.164704,0.159406,0.159406,0.165562,0.165562,0.165562,0.165562,0.181726,0.178488,0.181726,0.162147,0.162147,0.185179,
0.15842,0.15842,0.16395,0.16395,0.157822,0.157822,0.157822,0.157822,0.16395,0.16395,0.15842,0.15842,0.164773,0.164773,0.164773,0.164773,0.181722,0.178416,0.181722,0.161282,0.161282,0.185252,
0.157412,0.157412,0.163181,0.163181,0.156862,0.156862,0.156862,0.156862,0.163181,0.163181,0.157412,0.157412,0.163966,0.163966,0.163966,0.163966,0.181718,0.178344,0.181718,0.160397,0.160397,0.185326,
0.156383,0.156383,0.162395,0.162395,0.155883,0.155883,0.155883,0.155883,0.162395,0.162395,0.156383,0.156383,0.16314,0.16314,0.16314,0.16314,0.181713,0.178272,0.181713,0.159494,0.159494,0.185399,
0.155333,0.155333,0.161593,0.161593,0.154885,0.154885,0.154885,0.154885,0.161593,0.161593,0.155333,0.155333,0.162296,0.162296,0.162296,0.162296,0.181709,0.1782,0.181709,0.158572,0.158572,0.185473,
0.154262,0.154262,0.160775,0.160775,0.153868,0.153868,0.153868,0.153868,0.160775,0.160775,0.154262,0.154262,0.161433,0.161433,0.161433,0.161433,0.181705,0.178128,0.181705,0.157632,0.157632,0.185546,
0.153169,0.153169,0.15994,0.15994,0.152833,0.152833,0.152833,0.152833,0.15994,0.15994,0.153169,0.153169,0.160552,0.160552,0.160552,0.160552,0.1817,0.178056,0.1817,0.156673,0.156673,0.18562,
0.152055,0.152055,0.159089,0.159089,0.151778,0.151778,0.151778,0.151778,0.159089,0.159089,0.152055,0.152055,0.159652,0.159652,0.159652,0.159652,0.181696,0.177984,0.181696,0.155695,0.155695,0.185693,
0.150919,0.150919,0.158222,0.158222,0.150705,0.150705,0.150705,0.150705,0.158222,0.158222,0.150919,0.150919,0.158734,0.158734,0.158734,0.158734,0.181691,0.177912,0.181691,0.154698,0.154698,0.185767,
0.149762,0.149762,0.157339,0.157339,0.149612,0.149612,0.149612,0.149612,0.157339,0.157339,0.149762,0.149762,0.157796,0.157796,0.157796,0.157796,0.181686,0.17784,0.181686,0.153682,0.153682,0.18584,
0.148584,0.148584,0.156439,0.156439,0.148501,0.148501,0.148501,0.148501,0.156439,0.156439,0.148584,0.148584,0.156841,0.156841,0.156841,0.156841,0.181681,0.177768,0.181681,0.152648,0.152648,0.185914,
0.147384,0.147384,0.155522,0.155522,0.147371,0.147371,0.147371,0.147371,0.155522,0.155522,0.147384,0.147384,0.155867,0.155867,0.155867,0.155867,0.181676,0.177696,0.181676,0.151595,0.151595,0.185987,
0.146163,0.146163,0.15459,0.15459,0.146221,0.146221,0.146221,0.146221,0.15459,0.15459,0.146163,0.146163,0.154874,0.154874,0.154874,0.154874,0.181671,0.177624,0.181671,0.150523,0.150523,0.186061,
0.14492,0.14492,0.153641,0.153641,0.145053,0.145053,0.145053,0.145053,0.153641,0.153641,0.14492,0.14492,0.153863,0.153863,0.153863,0.153863,0.181666,0.177553,0.181666,0.149433,0.149433,0.186134,
0.143656,0.143656,0.152676,0.152676,0.143866,0.143866,0.143866,0.143866,0.152676,0.152676,0.143656,0.143656,0.152833,0.152833,0.152833,0.152833,0.181661,0.177481,0.181661,0.148323,0.148323,0.186208,
