141.684,141.122,
141.949,140.831,
142.202,140.536,
142.444,140.236,
142.675,139.93,
142.896,139.619,
143.105,139.302,
143.304,138.98,
143.493,138.652,
143.671,138.318,
143.84,137.98,
143.999,137.639,
144.148,137.294,
144.287,136.945,
144.417,136.593,
144.538,136.237,
144.65,135.878,
144.753,135.515,
144.848,135.15,
144.941,134.794,
145.034,134.449,
145.127,134.117,
145.219,133.798,
145.313,133.494,
145.406,133.204,
145.501,132.931,
145.597,132.675,
145.694,132.437,
145.794,132.22,
145.895,132.019,
145.999,131.826,
146.105,131.639,
146.215,131.46,
146.329,131.289,
146.446,131.126,
146.567,130.971,
146.694,130.825,
146.825,130.688,
146.961,130.558,
147.096,130.432,
147.23,130.308,
147.362,130.188,
147.494,130.069,
147.624,129.954,
147.754,129.841,
147.882,129.73,
148.009,129.623,
148.135,129.518,
148.261,129.415,
148.385,129.315,
148.509,129.218,
148.632,129.123,
148.754,129.031,
148.875,128.941,
148.996,128.854,
149.116,128.77,
149.235,128.688,
149.354,128.608,
149.473,128.531,
149.59,128.457,
149.708,128.385,
149.825,128.316,
149.941,128.249,
150.057,128.184,
150.173,128.122,
150.288,128.063,
150.403,128.006,
150.518,127.951,
150.632,127.899,
150.746,127.848,
150.86,127.795,
150.974,127.745,
151.088,127.696,
151.201,127.65,
151.314,127.606,
151.427,127.564,
151.54,127.525,
151.653,127.487,
151.766,127.452,
151.879,127.418,
151.992,127.387,
152.104,127.358,
152.217,127.331,
152.33,127.306,
152.442,127.283,
152.555,127.262,
152.668,127.243,
152.78,127.226,
152.893,127.212,
153.006,127.199,
153.119,127.188,
153.232,127.18,
153.345,127.173,
153.459,127.169,
153.572,127.166,
153.686,127.166,
153.8,127.167,
153.913,127.171,
154.027,127.176,
154.142,127.184,
154.256,127.193,
154.371,127.205,
154.485,127.218,
154.6,127.233,
154.715,127.251,
154.831,127.27,
154.946,127.291,
155.062,127.314,
155.178,127.339,
155.285,127.357,
155.39,127.375,
155.495,127.394,
155.6,127.414,
155.704,127.436,
155.809,127.46,
155.913,127.485,
156.018,127.512,
156.122,127.54,
156.226,127.57,
156.33,127.601,
156.433,127.634,
156.537,127.668,
156.64,127.701,
156.744,127.723,
156.847,127.735,
156.95,127.736,
157.053,127.729,
157.156,127.714,
157.258,127.692,
157.361,127.662,
157.463,127.627,
157.565,127.587,
157.667,127.541,
157.769,127.491,
157.871,127.437,
157.972,127.379,
158.073,127.318,
158.175,127.255,
158.275,127.188,
158.376,127.12,
158.477,127.049,
158.577,126.977,
158.677,126.903,
158.777,126.828,
158.876,126.752,
158.976,126.675,
159.075,126.598,
159.174,126.52,
159.273,126.441,
159.371,126.363,
159.469,126.284,
159.567,126.205,
159.664,126.127,
159.762,126.049,
159.858,125.971,
159.955,125.894,
160.051,125.817,
160.147,125.741,
160.243,125.666,
160.338,125.592,
160.433,125.519,
160.527,125.446,
160.622,125.375,
160.715,125.304,
160.809,125.235,
160.902,125.167,
160.994,125.1,
161.086,125.035,
