0.312094,-0.507914,-0.0167828,0.0153511,0.529317,-0.00640338,0.316308,0.505257,0.527324,0.00110361,-0.0190034,-0.0139073,-0.314796,0.505743,0.0140806,-0.0175218,-0.532019,0.00423262,-0.319011,-0.507428,-0.530026,-0.00327436,0.0163012,0.0117366,-0.312071,-0.501987,0.000182293,0.0313645,0.305952,-0.505731,-0.30991,0.503585,0.308113,0.499841,-0.00414021,-0.0335102,-0.504782,-0.022347,-0.910351,0.344003,-0.309337,0.488045,0.307759,-0.489888,0.503204,0.020504,0.908773,-0.345846,0.909677,0.339786,0.499542,-0.0214449,0.310518,0.491359,-0.50112,0.019602,-0.312096,-0.493202,-0.911255,-0.341629,0.000806107,0.942923,0.307449,0.49052,-0.310576,0.493768,-0.00235312,-0.944069,-0.308996,-0.491666,0.309029,-0.494914,-0.465718,-0.00435881,-0.919679,-0.308691,-0.913278,0.30931,0.911257,-0.311803,0.463697,0.00186587,0.917658,0.306198,0.57011,0.953678,0.255406,0.421769,0.0247918,0.917264,0.0224197,-0.914838,0.26079,-0.423027,0.567099,-0.959814,-0.262734,0.421371,-0.569043,0.958158,-0.0243639,0.913182,-0.25735,-0.423425,-0.026736,-0.91892,-0.572055,-0.955334,0.608791,0.929967,0.868707,0.369244,0.253149,0.424512,-0.257323,0.419749,-0.873629,0.373574,-0.605464,0.930399,0.255399,-0.421372,0.871706,-0.375197,0.603541,-0.932022,-0.255072,-0.426135,-0.610715,-0.93159,-0.87063,-0.370867,
0.304081,-0.506573,-0.0127844,0.0240514,0.532678,-0.0101443,0.313323,0.505898,0.527349,0.00301539,-0.018878,-0.0152629,-0.311216,0.501768,0.00772795,-0.0276095,-0.537864,0.00444671,-0.321158,-0.508275,-0.53209,-0.00408626,0.0142396,0.0108344,-0.313938,-0.496737,0.00058304,0.0352811,0.304064,-0.503111,-0.306218,0.499696,0.311759,0.491333,-0.0044724,-0.0396699,-0.52452,-0.0173603,-0.933549,0.345123,-0.333929,0.494864,0.332023,-0.497276,0.522572,0.0149637,0.93163,-0.347486,0.932355,0.339789,0.518387,-0.0170424,0.334848,0.497751,-0.519771,0.0151165,-0.336177,-0.499657,-0.933701,-0.34176,0.00165479,0.959842,0.308002,0.507239,-0.310021,0.510891,-0.003401,-0.961054,-0.309406,-0.508219,0.308615,-0.51234,-0.496788,-0.000847581,-0.947935,-0.309336,-0.947211,0.308697,0.944955,-0.309788,0.494417,-0.000412646,0.945447,0.308246,0.598296,0.97425,0.280097,0.444424,0.0527495,0.941426,0.0513548,-0.934257,0.294697,-0.444887,0.59555,-0.984752,-0.290147,0.445398,-0.596834,0.98197,-0.052123,0.937377,-0.283047,-0.446365,-0.055297,-0.943183,-0.600817,-0.976448,0.623885,0.963398,0.878497,0.400248,0.263488,0.461323,-0.266617,0.456109,-0.8826,0.405802,-0.618176,0.964412,0.264512,-0.458525,0.880434,-0.407482,0.616678,-0.966408,-0.26617,-0.463934,-0.626631,-0.965964,-0.881171,-0.402781,
0.347827,-0.502416,0.00645596,0.012785,0.552921,0.00417589,0.36303,0.500708,0.54744,-0.0137736,0.00107462,-0.000246037,-0.339119,0.504261,-0.00839355,-0.0178375,-0.554567,0.00198535,-0.363656,-0.506229,-0.547964,0.00828933,-0.00160085,-0.00534799,-0.318161,-0.546412,-0.00191115,-0.0154209,0.299816,-0.554797,-0.310523,0.544505,0.307481,0.538415,-0.00679533,0.00625291,-0.54493,-0.0153973,-0.94051,0.361717,-0.335842,0.489559,0.330129,-0.490864,0.53946,0.0139912,0.934858,-0.363314,0.934035,0.355055,0.532361,-0.0155611,0.331532,0.492736,-0.540085,0.00972062,-0.34196,-0.499637,-0.943723,-0.358756,-0.00173255,0.940699,0.306147,0.489137,-0.311885,0.490695,-0.000378175,-0.942357,-0.308626,-0.491045,0.309408,-0.4921,-0.519815,-0.00404237,-0.973157,-0.309296,-0.968011,0.308717,0.96519,-0.312052,0.516627,0.000181491,0.96961,0.305967,0.59902,0.995979,0.271607,0.471797,0.0529833,0.972699,0.0502589,-0.960165,0.294426,-0.471207,0.594368,-1.01158,-0.289999,0.470165,-0.598823,1.00551,-0.0539386,0.963089,-0.279541,-0.473413,-0.0562065,-0.972232,-0.602,-1.00066,0.646944,0.974799,0.9004,0.411128,0.285518,0.473464,-0.290785,0.464813,-0.906842,0.415421,-0.641588,0.973638,0.29014,-0.467306,0.906049,-0.416099,0.642441,-0.975095,-0.289415,-0.475752,-0.650491,-0.97734,-0.904341,-0.413845,
0.303445,-0.530716,-0.0333199,-0.0124925,0.513047,-0.0259731,0.320663,0.526563,0.504313,0.0118098,-0.0420317,0.0261447,-0.297773,0.530899,0.0337604,0.00931374,-0.512443,0.0282912,-0.320102,-0.530769,-0.505813,-0.0167556,0.0405852,-0.028902,-0.314716,-0.5034,-0.00285448,0.03018,0.303309,-0.506691,-0.312176,0.495406,0.305857,0.494281,-0.00413358,-0.040389,-0.57528,-0.00549221,-0.972861,0.369512,-0.368882,0.500569,0.362222,-0.501943,0.571986,0.00273282,0.96706,-0.374911,0.962244,0.367353,0.560809,-0.00352175,0.359653,0.504646,-0.572197,0.000267332,-0.368894,-0.507045,-0.972061,-0.372301,-0.0015874,0.968978,0.305284,0.51673,-0.312743,0.519667,-0.000456532,-0.970647,-0.307179,-0.518297,0.310847,-0.521438,-0.535864,-0.00475155,-0.988854,-0.310527,-0.98442,0.307492,0.981343,-0.308806,0.533172,0.00398875,0.986538,0.309206,0.606856,1.0173,0.303557,0.478801,0.062437,0.969269,0.056614,-0.956696,0.320204,-0.477928,0.598223,-1.0299,-0.320048,0.47678,-0.605252,1.02507,-0.0627335,0.95895,-0.311714,-0.480283,-0.0656115,-0.968271,-0.609513,-1.02184,0.661604,0.988882,0.893858,0.416148,0.281729,0.501377,-0.285845,0.496711,-0.899384,0.422313,-0.657045,0.990853,0.286486,-0.496892,0.900245,-0.424318,0.656216,-0.992135,-0.285756,-0.507164,-0.665661,-0.994646,-0.89788,-0.421899,
0.33403,-0.505533,0.00901075,0.0201359,0.554936,-0.00563423,0.366885,0.502377,0.546994,-0.0136257,0.000760515,0.00446302,-0.329334,0.506313,-0.00601865,-0.0204059,-0.551858,0.00713197,-0.3644,-0.507258,-0.546962,0.00788257,-0.000648256,-0.00760683,-0.314373,-0.553132,-0.00482623,-0.0182052,0.303661,-0.553744,-0.312339,0.540194,0.30569,0.542586,-0.00125259,0.00616083,-0.568158,-0.00828349,-0.96382,0.368744,-0.359181,0.496719,0.353477,-0.498153,0.564236,0.0061081,0.958565,-0.372314,0.953066,0.364911,0.554135,-0.00865666,0.349564,0.498146,-0.562275,0.000497155,-0.360375,-0.507375,-0.963167,-0.370965,-0.000723557,0.961354,0.30384,0.507548,-0.314165,0.513634,-0.00282099,-0.963741,-0.309725,-0.511515,0.308302,-0.514408,-0.548786,-0.00306873,-1.00064,-0.310519,-0.998495,0.307512,0.994555,-0.309266,0.54431,0.000536244,0.995633,0.308767,0.601716,1.03003,0.296484,0.492633,0.0571282,0.983965,0.0546776,-0.972931,0.314709,-0.492222,0.596814,-1.04212,-0.315503,0.491422,-0.603541,1.03823,-0.0606881,0.974917,-0.304039,-0.494314,-0.0590821,-0.982878,-0.603108,-1.03517,0.671926,0.994548,0.910207,0.424296,0.297213,0.503064,-0.304985,0.495335,-0.919274,0.427395,-0.670967,0.993355,0.30401,-0.499756,0.918031,-0.42944,0.671916,-0.996356,-0.302804,-0.507642,-0.677483,-0.999152,-0.915803,-0.428915,
0.337663,-0.547034,0.00389507,-0.0268761,0.550175,-0.0435097,0.330006,0.535887,0.525003,0.0253239,-0.0215259,0.0275646,-0.332761,0.547816,-0.000712727,0.026558,-0.546935,0.0449962,-0.354751,-0.546279,-0.543229,-0.0332736,0.00322682,-0.0424755,-0.313537,-0.505154,-0.00140237,0.0282666,0.304486,-0.508761,-0.311469,0.494076,0.306565,0.493493,-0.00295712,-0.0414487,-0.561831,-0.00855763,-0.95888,0.367009,-0.354717,0.497211,0.350022,-0.503415,0.556903,0.00244878,0.954125,-0.372935,0.977012,0.361253,0.560189,0.00776037,0.380794,0.524012,-0.557895,-0.0031995,-0.369318,-0.516169,-0.968345,-0.364072,-0.00277136,0.999791,0.302695,0.546593,-0.31532,0.551448,-0.00136296,-1.00161,-0.303644,-0.546283,0.314321,-0.555471,-0.555442,-0.00628331,-1.00932,-0.310742,-1.00309,0.30726,0.999303,-0.310491,0.551557,0.0029133,1.00534,0.307513,0.602831,1.04079,0.309372,0.496871,0.0593751,0.982875,0.0541068,-0.97938,0.31104,-0.497007,0.596677,-1.04507,-0.319966,0.496743,-0.603653,1.04582,-0.0613199,0.9782,-0.316599,-0.499928,-0.0619193,-0.983495,-0.60479,-1.04666,0.676474,0.993631,0.909994,0.421412,0.297678,0.505287,-0.308388,0.500244,-0.922167,0.427848,-0.677974,0.995595,0.308157,-0.500912,0.922111,-0.430013,0.676534,-0.997162,-0.305005,-0.515467,-0.685517,-1.00247,-0.917022,-0.429437,
0.316862,-0.512878,0.000245838,0.0178949,0.545692,-0.0165567,0.371087,0.510048,0.566748,-0.00026055,0.0202172,0.00126867,-0.334512,0.508602,-0.00593964,-0.0148536,-0.552027,0.00721828,-0.374107,-0.526685,-0.576334,-0.0189426,-0.0298286,-0.013423,-0.312124,-0.544565,-0.00205148,-0.00994317,0.305908,-0.545785,-0.310081,0.541198,0.307944,0.537762,-0.00404424,0.00425475,-0.593841,0.00458605,-0.992667,0.378265,-0.389128,0.511331,0.386403,-0.515766,0.588509,-0.00797525,0.98925,-0.3796,0.971168,0.354851,0.566443,-0.012431,0.369824,0.49751,-0.55942,0.00279445,-0.362654,-0.507089,-0.964039,-0.364604,-0.0018828,0.987338,0.307111,0.536537,-0.310923,0.536569,-0.00681484,-0.989073,-0.316602,-0.538817,0.301431,-0.53776,-0.557827,-0.0051051,-1.0104,-0.311495,-1.00681,0.306528,1.00044,-0.31048,0.551665,0.00144836,1.00444,0.307541,0.604312,1.04866,0.308358,0.506092,0.0605961,0.993239,0.0628864,-0.989183,0.321819,-0.507881,0.60518,-1.05713,-0.324754,0.507597,-0.610758,1.05547,-0.0681437,0.990142,-0.312704,-0.506434,-0.0636939,-0.992944,-0.607266,-1.04976,0.68514,1.00862,0.915767,0.435224,0.303883,0.522191,-0.316311,0.497855,-0.930457,0.428644,-0.683322,0.995116,0.311108,-0.512212,0.923804,-0.431153,0.687655,-1.00229,-0.312017,-0.520931,-0.692049,-1.00831,-0.924119,-0.435506,
0.327404,-0.531048,-0.00825073,-0.0121043,0.538086,-0.0267546,0.335288,0.513498,0.524578,0.000792127,-0.0218916,0.00912888,-0.336356,0.506545,-0.00351579,-0.0142078,-0.549765,0.0033998,-0.330723,-0.513304,-0.538556,-0.00783041,0.00785419,0.00373733,-0.310679,-0.492883,0.0021304,0.0401428,0.30734,-0.497271,-0.310531,0.490921,0.307493,0.487381,-0.00458417,-0.0460735,-0.593263,-0.00786157,-0.984862,0.373385,-0.378885,0.494872,0.375514,-0.504861,0.588047,-0.00134503,0.981041,-0.381154,1.00524,0.370547,0.59325,0.0114293,0.406865,0.525199,-0.591669,-0.0134482,-0.400531,-0.525469,-1.00031,-0.376368,0.0023188,1.03161,0.29706,0.571361,-0.320671,0.590726,-0.00595532,-1.03178,-0.302881,-0.572941,0.314935,-0.589369,-0.563526,-0.00841709,-1.01725,-0.313106,-1.01133,0.304899,1.01367,-0.312491,0.5618,-0.005059,1.0115,0.305539,0.603787,1.05729,0.314049,0.511378,0.0607397,0.995664,0.0609572,-0.995544,0.311829,-0.509991,0.604308,-1.05444,-0.325072,0.507472,-0.611072,1.05535,-0.0684583,0.990016,-0.325996,-0.512622,-0.068619,-0.994758,-0.611129,-1.06095,0.681844,1.00617,0.923632,0.437399,0.310164,0.512392,-0.314106,0.521765,-0.926117,0.435693,-0.694652,1.00875,0.31569,-0.519618,0.928626,-0.440398,0.690765,-1.01083,-0.316158,-0.515846,-0.690307,-1.00776,-0.929242,-0.43778,
0.364294,-0.508878,0.0329224,0.0128105,0.57912,-0.00633596,0.36365,0.496951,0.559233,-0.0133876,0.0127021,-0.0117742,-0.359603,0.520636,-0.0285814,-0.00127514,-0.574766,0.0182381,-0.367623,-0.521258,-0.571267,-0.0140823,-0.0247793,-0.0070367,-0.32126,-0.532405,0.00824195,-0.00953387,0.296311,-0.556327,-0.324663,0.521895,0.293273,0.532898,-0.00616618,-0.00775198,-0.581939,-0.00108705,-0.981351,0.371966,-0.378021,0.505979,0.374544,-0.516416,0.5766,-0.00860543,0.977378,-0.38019,0.999025,0.366914,0.596765,-0.00306598,0.396741,0.505548,-0.591854,-0.0043473,-0.389933,-0.512212,-0.99273,-0.375826,0.00564083,1.01713,0.305192,0.559999,-0.312708,0.572885,-0.0133385,-1.01902,-0.317216,-0.564752,0.300778,-0.571771,-0.571056,-0.00758076,-1.02337,-0.314358,-1.0203,0.303668,1.01335,-0.310553,0.567018,0.00485651,1.02216,0.307418,0.610206,1.06337,0.322286,0.516502,0.0673659,0.999942,0.0728162,-0.997175,0.335842,-0.518098,0.61451,-1.06974,-0.333645,0.51832,-0.621724,1.06511,-0.0788655,1.00183,-0.326352,-0.517808,-0.0723183,-1.00171,-0.615273,-1.06415,0.691891,1.01703,0.920928,0.442998,0.309287,0.531659,-0.322287,0.510003,-0.93615,0.438324,-0.691294,1.00578,0.316459,-0.517038,0.930024,-0.442843,0.687496,-1.0113,-0.318398,-0.530899,-0.700049,-1.01701,-0.930212,-0.443437,
0.364123,-0.547262,0.0243007,-0.0310386,0.570738,-0.041289,0.361127,0.538585,0.558536,0.0289494,0.0120029,0.0286063,-0.360118,0.517326,-0.0260305,-0.00262714,-0.57232,0.0136715,-0.364098,-0.520819,-0.571793,-0.015288,-0.0253788,-0.00387074,-0.31879,-0.534019,0.0063907,-0.00844892,0.298958,-0.552848,-0.32247,0.523587,0.295535,0.529645,-0.00822048,-0.00859138,-0.590328,-0.00467605,-0.981785,0.376715,-0.375764,0.497978,0.36856,-0.50373,0.588385,-0.00335457,0.97582,-0.388832,0.993051,0.370214,0.5852,0.00640633,0.392948,0.518009,-0.581839,-0.0109675,-0.389,-0.52235,-0.989272,-0.375243,0.00387829,1.01254,0.30511,0.556516,-0.312833,0.567128,-0.00811989,-1.01371,-0.306065,-0.55553,0.311785,-0.570584,-0.574763,0.00163582,-1.02386,-0.309827,-1.02722,0.308198,1.02642,-0.317175,0.572365,-0.0129773,1.01983,0.300824,0.610036,1.06294,0.312117,0.52145,0.0661228,1.00949,0.0699584,-1.00589,0.322584,-0.521252,0.613093,-1.06675,-0.337066,0.520231,-0.621758,1.06879,-0.0793017,1.00216,-0.328326,-0.524387,-0.076734,-1.00957,-0.619997,-1.06927,0.688749,1.01363,0.931497,0.445265,0.317904,0.519222,-0.322706,0.512629,-0.936112,0.43714,-0.694785,1.00611,0.321831,-0.515714,0.935823,-0.445145,0.689942,-1.01216,-0.325348,-0.520883,-0.697108,-1.0146,-0.938803,-0.44579,
